marka,motor_kodu,uretim_yillari,hacim_cc,guc_hp,tork_nm,yakit_tipi,silindir_konf,silindir_sayisi,blok_malzemesi,turbo,kompresyon_orani,tavsiye_edilen_yag,yag_kapasitesi_l,motor_omru_km,agirlik_kg,euro_standardi
Land Rover,15P 2.5 TD5,2002-2007,2495.0,130.5,307.5,Dizel,Sıra (Inline),5.0,Dökme Demir,Evet,19.5,5w-30,7.2,400000.0,,euro 3
Toyota,A25A-FKS,since 2017,2487.0,205.0,245.0,Benzin,Sıra (Inline),4.0,Alüminyum,Hayır (Atmosferik),13.0,0w-20,4.5,250000.0,,euro 6
Toyota,A25A-FXS,since 2017,2487.0,181.5,228.0,Benzin,Sıra (Inline),4.0,Alüminyum,Hayır (Atmosferik),14.0,0w-20,4.5,250000.0,,euro 6
Toyota,6AR-FSE,since 2014,1998.0,157.5,200.0,Benzin,Sıra (Inline),4.0,Alüminyum,Hayır (Atmosferik),12.7,5w-30,4.4,250000.0,144.0,euro 4/5
Toyota,8AR-FTS,since 2014,1998.0,238.0,350.0,Benzin,Sıra (Inline),4.0,Alüminyum,Evet,10.0,5w-30,4.9,200000.0,156.0,euro 5
Toyota,2AZ-FXE,since 2000,2362.0,140.5,190.0,Benzin,Sıra (Inline),4.0,Alüminyum,Hayır (Atmosferik),12.5,5w-30,4.3,250000.0,145.0,euro 4/5
Toyota,3GR-FSE,2003-2012,2994.0,,,Benzin,V,6.0,Alüminyum,Bilinmiyor,,"5w-20, 5w-30",6.3,400000.0,178.0,euro 4
Toyota,2GR-FSE,2004-2020,3456.0,,,Benzin,V,6.0,Alüminyum,Bilinmiyor,,"5w-20, 5w-30",6.3,400000.0,179.0,euro 5
Toyota,2GR-FKS,since 2015,3456.0,297.5,370.0,Benzin,V,6.0,Alüminyum,Hayır (Atmosferik),11.8,0w-20,5.5,300000.0,167.0,euro 5/6
Toyota,2GR-FXE,2009-2020,3456.0,,,,V,6.0,Alüminyum,Hayır (Atmosferik),,"5w-20, 5w-30",6.3,400000.0,,euro 5
Toyota,2GR-FXS,since 2015,3456.0,263.0,335.0,Benzin,V,6.0,Alüminyum,Hayır (Atmosferik),13.0,0w-20,5.4,300000.0,,euro 6
Toyota,8GR-FKS,since 2017,3456.0,315.0,380.0,Benzin,V,6.0,Alüminyum,Hayır (Atmosferik),11.8,0w-20,5.8,300000.0,168.0,euro 6
Toyota,8GR-FXS,since 2017,3456.0,299.0,356.0,Benzin,V,6.0,Alüminyum,Hayır (Atmosferik),13.0,0w-20,5.8,300000.0,,euro 6
Mini,W10B14A,2001-2006,1397.0,75.0,122.0,Benzin,Sıra (Inline),4.0,Dökme Demir,Hayır (Atmosferik),10.5,5w-30,4.5,280000.0,,euro 4
Mini,W10B16A,2001-2008,1598.0,,,Benzin,Sıra (Inline),4.0,Dökme Demir,Hayır (Atmosferik),10.5,5w-30,4.5,300000.0,,euro 4
Mini,W11B16A,2001-2008,1598.0,,,Benzin,Sıra (Inline),4.0,Dökme Demir,Evet,8.3,5w-30,4.8,250000.0,,euro 4
Mini,N12B14A,2007-2010,1397.0,,,Benzin,Sıra (Inline),4.0,Alüminyum,Hayır (Atmosferik),11.0,5w-30,4.2,250000.0,,euro 4
Peugeot,EP3,2007-2013,1397.0,95.0,136.0,Benzin,Sıra (Inline),4.0,Alüminyum,Hayır (Atmosferik),11.0,"5w-30, 5w-40",4.25,200000.0,118.0,euro 4
Mini,N12B16A,2006-2010,1598.0,,,Benzin,Sıra (Inline),4.0,Alüminyum,Hayır (Atmosferik),11.0,5w-30,4.2,230000.0,,euro 4
Peugeot,EP6,2006-2013,1598.0,,160.0,Benzin,Sıra (Inline),4.0,Alüminyum,Hayır (Atmosferik),11.0,"5w-30, 5w-40",4.25,200000.0,117.0,euro 4
Mini,N16B16A,2010-2017,1598.0,,,Benzin,Sıra (Inline),4.0,Alüminyum,Hayır (Atmosferik),11.0,5w-30,4.2,250000.0,,euro 5
Peugeot,EP6C,2009-2018,1598.0,,160.0,Benzin,Sıra (Inline),4.0,Alüminyum,Hayır (Atmosferik),11.0,"5w-30, 5w-40",4.3,200000.0,118.0,euro 5
Mini,N14B16A,2006-2010,1598.0,174.0,240.0,Benzin,Sıra (Inline),4.0,Alüminyum,Evet,10.5,5w-30,4.2,200000.0,,euro 4
Peugeot,EP6DTS,2007-2018,1598.0,,,Benzin,Sıra (Inline),4.0,Alüminyum,Evet,,5w-30,4.2,200000.0,147.0,euro 4
Mini,N14B16C,2008-2012,1598.0,211.0,260.0,Benzin,Sıra (Inline),4.0,Alüminyum,Evet,10.0,5w-30,4.2,180000.0,,euro 4
Mini,N18B16A,2010-2017,1598.0,187.0,250.0,Benzin,Sıra (Inline),4.0,Alüminyum,Evet,10.5,5w-30,4.2,220000.0,,euro 5
Mini,N18B16C,2012-2017,1598.0,,260.0,Benzin,Sıra (Inline),4.0,Alüminyum,Evet,10.0,5w-30,4.2,200000.0,,euro 5
Peugeot,EP6CDTX,2010-2015,1598.0,200.0,275.0,Benzin,Sıra (Inline),4.0,Alüminyum,Evet,10.0,5w-30,4.3,200000.0,148.0,euro 5
Mini,B38A12A,2014-2017,1198.0,,,Benzin,Sıra (Inline),3.0,Alüminyum,Evet,11.0,5w-30,4.25,250000.0,,euro 6
Mini,B38A15A,since 2014,1499.0,,,Benzin,Sıra (Inline),3.0,Alüminyum,Evet,11.0,5w-30,4.25,270000.0,,euro 6
Mini,B48A20A,since 2014,1998.0,192.0,280.0,Benzin,Sıra (Inline),4.0,Alüminyum,Evet,11.0,5w-30,5.0,250000.0,,euro 6
Mini,B48A20B,since 2014,1998.0,,,Benzin,Sıra (Inline),4.0,Alüminyum,Evet,,5w-30,5.0,230000.0,,euro 6
Mini,W17D14,2003-2006,1364.0,,,Dizel,Sıra (Inline),4.0,Alüminyum,Bilinmiyor,,5w-30,4.3,250000.0,,euro 3
Toyota,1ND-TV,since 2002,1364.0,79.0,187.5,Dizel,Sıra (Inline),4.0,Alüminyum,Evet,16.5,"0w-30, 5w-30",4.8,300000.0,125.0,euro 3/4/5
Mini,W16D16,2007-2011,1560.0,109.0,240.0,Dizel,Sıra (Inline),4.0,Alüminyum,Evet,18.0,5w-30,3.8,290000.0,,euro 4
Mini,N47C16A,2010-2017,1598.0,,,Dizel,Sıra (Inline),4.0,Alüminyum,Evet,16.5,5w-30,5.2,240000.0,,euro 5
Mini,N47C20A,2010-2017,1995.0,,,Dizel,Sıra (Inline),4.0,Alüminyum,Evet,16.5,5w-30,5.2,250000.0,,euro 5
Mini,B37C15A,since 2014,1496.0,,,Dizel,Sıra (Inline),3.0,Alüminyum,Evet,16.5,5w-30,4.4,270000.0,,euro 6
Mini,B47C20A,since 2014,1995.0,,,Dizel,Sıra (Inline),4.0,Alüminyum,Bilinmiyor,16.5,5w-30,5.2,280000.0,,euro 6
Mitsubishi,3A90,since 2012,999.0,71.0,88.0,Benzin,Sıra (Inline),3.0,Alüminyum,Hayır (Atmosferik),11.5,5w-30,3.2,200000.0,90.0,euro 5/6
Mitsubishi,3A91,2004-2012,1124.0,75.0,100.0,Benzin,Sıra (Inline),3.0,Alüminyum,Hayır (Atmosferik),10.5,5w-30,3.2,220000.0,92.0,euro 4/5
Mitsubishi,3A92,since 2012,1193.0,79.0,106.0,Benzin,Sıra (Inline),3.0,Alüminyum,Hayır (Atmosferik),10.5,5w-30,3.2,230000.0,93.0,euro 5/6
Mitsubishi,3B20,2006-2020,659.0,50.5,57.5,Benzin,Sıra (Inline),3.0,Alüminyum,Hayır (Atmosferik),10.8,5w-30,3.4,200000.0,67.0,euro 4/5
Mitsubishi,3B20T,2006-2020,659.0,64.0,97.0,Benzin,Sıra (Inline),3.0,Alüminyum,Evet,8.8,5w-30,3.4,180000.0,69.0,euro 4/5
Mitsubishi,3B21,2006-2014,999.0,66.0,90.5,Benzin,Sıra (Inline),3.0,Alüminyum,Hayır (Atmosferik),11.4,5w-30,3.3,200000.0,67.0,euro 4/5
Mitsubishi,3B21T,2006-2014,999.0,93.0,133.5,Benzin,Sıra (Inline),3.0,Alüminyum,Evet,10.0,5w-30,3.4,200000.0,69.0,euro 4/5
Mitsubishi,3G83,1990-2014,657.0,,,Benzin,Sıra (Inline),3.0,Dökme Demir,Bilinmiyor,,5w-20,3.25,180000.0,88.0,
Mitsubishi,4A31,1995-2001,1094.0,,,,Sıra (Inline),4.0,Dökme Demir,Hayır (Atmosferik),,5w-30,3.5,220000.0,105.0,
Mitsubishi,4A90,since 2004,1332.0,95.0,125.0,Benzin,Sıra (Inline),4.0,Alüminyum,Hayır (Atmosferik),10.5,5w-30,4.0,200000.0,125.0,euro 4/5
Mitsubishi,4A91,since 2004,1499.0,109.0,145.0,Benzin,Sıra (Inline),4.0,Alüminyum,Hayır (Atmosferik),10.5,5w-30,4.0,225000.0,130.0,euro 4/5
Mitsubishi,4A92,since 2010,1590.0,117.0,154.0,Benzin,Sıra (Inline),4.0,Alüminyum,Hayır (Atmosferik),11.0,5w-30,4.0,250000.0,131.0,euro 4/5
Mitsubishi,4B10,2007-2017,1798.0,141.5,175.0,Benzin,Sıra (Inline),4.0,Alüminyum,Hayır (Atmosferik),10.5,"5w-30, 5w-40",5.0,350000.0,122.0,euro 4/5
Hyundai,G4KC,2004-2010,2359.0,162.5,222.5,Benzin,Sıra (Inline),4.0,Alüminyum,Hayır (Atmosferik),10.5,"5w-30, 5w-40",5.3,350000.0,146.1,euro 3/4
Hyundai,G4KE,2008-2019,2359.0,175.0,225.0,Benzin,Sıra (Inline),4.0,Alüminyum,Hayır (Atmosferik),10.5,"5w-30, 5w-40",5.2,300000.0,136.3,euro 4/5
Mitsubishi,4B40,since 2017,1499.0,156.5,250.0,Benzin,Sıra (Inline),4.0,Alüminyum,Evet,10.0,5w-30,4.3,250000.0,143.0,euro 5/6
Mitsubishi,4G19,2002-2012,1343.0,90.0,121.0,Benzin,Sıra (Inline),4.0,Dökme Demir,Hayır (Atmosferik),10.0,"5w-30, 5w-40",3.6,300000.0,130.0,euro 4/5
Nissan,YD22DDTi,2001-2007,2184.0,,,Dizel,Sıra (Inline),4.0,Dökme Demir,Bilinmiyor,,5w-30,6.3,300000.0,210.0,euro 3/4
Nissan,YD22DD / YD22DDT,1998-2006,2184.0,,,Dizel,Sıra (Inline),4.0,Dökme Demir,Bilinmiyor,18.0,5w-30,,300000.0,,euro 3/4
Nissan,TD42,,4169.0,,,Dizel,Sıra (Inline),6.0,Dökme Demir,Bilinmiyor,,10w-30,9.4,500000.0,,euro 1/2/3
Nissan,TD27ETi,1995-2001,2663.0,130.0,280.0,Dizel,Sıra (Inline),4.0,Dökme Demir,Evet,22.0,10w-30,7.2,350000.0,250.0,euro 2/3
Nissan,TD27,,2663.0,,,Dizel,Sıra (Inline),4.0,Dökme Demir,Bilinmiyor,21.8,10w-30,,400000.0,,euro 1/2/3
Nissan,TD25,1985-2015,2488.0,77.5,165.0,Dizel,Sıra (Inline),4.0,Dökme Demir,Hayır (Atmosferik),22.0,10w-30,6.5,450000.0,230.0,euro 1/2/3
Nissan,TD23,1985-1995,2289.0,75.0,150.0,Dizel,Sıra (Inline),4.0,Dökme Demir,Hayır (Atmosferik),22.0,10w-30,6.2,440000.0,230.0,euro 1/2
Nissan,RD28ETi,1997-1999,2825.0,132.5,267.5,Dizel,Sıra (Inline),6.0,Dökme Demir,Evet,21.0,5w-30,6.4,300000.0,255.0,euro 2/3
Nissan,RD28T,1987-1998,2825.0,120.0,245.0,Dizel,Sıra (Inline),6.0,Dökme Demir,Evet,19.0,10w-40,6.4,320000.0,235.0,euro 1/2
Nissan,RD28,1987-1999,2825.0,97.5,177.5,Dizel,Sıra (Inline),6.0,Dökme Demir,Hayır (Atmosferik),21.2,10w-40,6.4,350000.0,220.0,euro 1/2
Nissan,QD32ETi,,3153.0,150.0,340.0,Dizel,Sıra (Inline),4.0,Dökme Demir,Evet,22.0,10w-30,6.9,400000.0,250.0,euro 2
Nissan,QD32,,3153.0,105.0,215.0,Dizel,Sıra (Inline),4.0,Dökme Demir,Hayır (Atmosferik),22.0,10w-30,6.6,450000.0,225.0,euro 2
Nissan,CD20T,1991-2002,1973.0,90.0,174.0,Dizel,Sıra (Inline),4.0,Dökme Demir,Evet,22.2,10w-30,5.5,230000.0,200.0,euro 1/2
Nissan,CD20,1990-2000,1973.0,75.0,132.0,Dizel,Sıra (Inline),4.0,Dökme Demir,Hayır (Atmosferik),22.2,10w-30,5.7,275000.0,180.0,euro 1/2
Nissan,CD17,1981-1998,1680.0,57.5,104.0,Dizel,Sıra (Inline),4.0,Dökme Demir,Hayır (Atmosferik),21.8,10w-30,5.4,250000.0,170.0,euro 1/2
Opel,A12XER,2009-2014,1229.0,85.0,115.0,Benzin,Sıra (Inline),4.0,Dökme Demir,Hayır (Atmosferik),10.5,5w-30,4.0,240000.0,100.0,euro 5
Opel,A14XER,since 2009,1398.0,100.0,130.0,Benzin,Sıra (Inline),4.0,Dökme Demir,Hayır (Atmosferik),10.5,5w-30,4.2,250000.0,105.0,euro 5
Opel,A16LET,2008-2013,1598.0,180.0,230.0,Benzin,Sıra (Inline),4.0,Dökme Demir,Evet,8.8,"5w-30, 5w-40",4.5,200000.0,130.0,euro 5
Opel,A16XHT,since 2013,1598.0,170.0,270.0,Benzin,Sıra (Inline),4.0,Dökme Demir,Evet,9.5,5w-30,4.55,275000.0,130.0,euro 5
Opel,A18XER,2008-2015,1796.0,140.0,175.0,Benzin,Sıra (Inline),4.0,Dökme Demir,Hayır (Atmosferik),10.5,5w-30,4.45,320000.0,120.0,euro 5
Opel,A20NHT,2008-2013,1998.0,220.0,350.0,Benzin,Sıra (Inline),4.0,Alüminyum,Evet,9.2,5w-30,6.0,220000.0,130.0,euro 5
Opel,A24XE,2010-2018,2384.0,170.0,225.0,Benzin,Sıra (Inline),4.0,Alüminyum,Hayır (Atmosferik),10.4,5w-30,4.7,300000.0,140.0,euro 5
Opel,A28NET,2008-2013,2792.0,260.0,350.0,Benzin,V,6.0,Alüminyum,Evet,9.5,5w-30,6.3,350000.0,215.0,euro 5
Opel,C14NZ,1989-1996,1389.0,60.0,103.0,Benzin,Sıra (Inline),4.0,Dökme Demir,Hayır (Atmosferik),9.4,5w-30,3.5,300000.0,110.0,euro 1
Opel,X14XE,1994-2001,1389.0,90.0,125.0,Benzin,Sıra (Inline),4.0,Dökme Demir,Hayır (Atmosferik),10.5,5w-30,3.5,250000.0,115.0,euro 2
Opel,C16NZ,1987-1993,1598.0,75.0,125.0,Benzin,Sıra (Inline),4.0,Dökme Demir,Hayır (Atmosferik),9.2,5w-30,3.5,320000.0,120.0,euro 1
Opel,C18NZ,1988-1995,1796.0,90.0,145.0,Benzin,Sıra (Inline),4.0,Dökme Demir,Hayır (Atmosferik),9.2,5w-30,4.0,330000.0,130.0,euro 1
Opel,C20NE,1986-1996,1998.0,115.0,170.0,Benzin,Sıra (Inline),4.0,Dökme Demir,Hayır (Atmosferik),9.2,5w-30,4.5,350000.0,120.0,euro 1
Opel,X20SE,1995-1999,1998.0,116.0,175.0,Benzin,Sıra (Inline),4.0,Dökme Demir,Hayır (Atmosferik),10.0,5w-30,4.5,400000.0,,euro 2
Opel,C20XE,1987-1996,1998.0,150.0,200.0,Benzin,Sıra (Inline),4.0,Dökme Demir,Hayır (Atmosferik),10.5,5w-30,4.5,300000.0,136.0,euro 1
Opel,C20LET,1992-1997,1998.0,204.0,280.0,Benzin,Sıra (Inline),4.0,Dökme Demir,Evet,9.0,5w-30,4.5,250000.0,145.0,euro 1
Opel,C24NE,1988-1995,2410.0,125.0,195.0,Benzin,Sıra (Inline),4.0,Dökme Demir,Hayır (Atmosferik),9.2,5w-30,6.5,400000.0,155.0,euro 1
Opel,C30SE,1989-1993,2969.0,204.0,270.0,Benzin,Sıra (Inline),6.0,Dökme Demir,Hayır (Atmosferik),10.0,"5w-30, 5w-40",5.5,400000.0,186.0,euro 2
Peugeot,EB0,2012-2017,999.0,68.0,95.0,Benzin,Sıra (Inline),3.0,Alüminyum,Hayır (Atmosferik),10.5,0w-30,3.25,250000.0,70.0,euro 5
Peugeot,EB2,since 2012,1199.0,82.0,118.0,Benzin,Sıra (Inline),3.0,Alüminyum,Hayır (Atmosferik),11.0,0w-30,3.25,270000.0,74.7,euro 5/6
Peugeot,EB2M,since 2012,1199.0,72.0,110.0,Benzin,Sıra (Inline),3.0,Alüminyum,Hayır (Atmosferik),10.5,0w-30,3.25,300000.0,73.5,euro 5
Peugeot,EB2DT,since 2014,1199.0,110.0,205.0,Benzin,Sıra (Inline),3.0,Alüminyum,Evet,10.5,0w-30,3.5,270000.0,98.0,euro 5/6
Peugeot,EB2DTS,since 2014,1199.0,130.0,230.0,Benzin,Sıra (Inline),3.0,Alüminyum,Evet,10.5,0w-30,3.5,250000.0,99.0,euro 6
Peugeot,EB2ADTX,since 2018,1199.0,155.0,240.0,Benzin,Sıra (Inline),3.0,Alüminyum,Evet,10.5,0w-30,4.4,250000.0,104.0,euro 6d
Peugeot,EP3C,2009-2015,1397.0,,136.0,Benzin,Sıra (Inline),4.0,Alüminyum,Hayır (Atmosferik),11.0,"5w-30, 5w-40",4.3,200000.0,119.0,euro 5
Peugeot,EP6CB,2010-2018,1598.0,98.0,152.0,Benzin,Sıra (Inline),4.0,Alüminyum,Hayır (Atmosferik),9.6,5w-30,4.2,240000.0,110.0,euro 5/6
Peugeot,EP6DT,2006-2010,1598.0,,240.0,Benzin,Sıra (Inline),4.0,Alüminyum,Evet,10.5,"5w-30, 5w-40",4.25,200000.0,135.0,euro 4
Peugeot,EP6CDT,since 2009,1598.0,,,Benzin,Sıra (Inline),4.0,Alüminyum,Evet,10.5,"5w-30, 5w-40",4.25,200000.0,137.0,euro 5
Peugeot,EP6CDTM,2011-2017,1598.0,,240.0,Benzin,Sıra (Inline),4.0,Alüminyum,Evet,10.5,5w-30,4.25,200000.0,135.0,euro 5
Peugeot,EP6CDTR,2013-2018,1598.0,270.0,330.0,Benzin,Sıra (Inline),4.0,Alüminyum,Evet,9.2,5w-30,4.25,175000.0,155.0,euro 5
Peugeot,EP6FDT,since 2014,1598.0,,,Benzin,Sıra (Inline),4.0,Alüminyum,Evet,10.5,5w-30,4.25,240000.0,136.0,
Peugeot,EP6FDTM,since 2014,1598.0,,240.0,Benzin,Sıra (Inline),4.0,Alüminyum,Evet,10.5,5w-30,4.25,240000.0,135.0,
Peugeot,ES9J4,1996-2000,2946.0,194.0,267.0,Benzin,V,6.0,Alüminyum,Hayır (Atmosferik),10.5,5w-40,4.75,300000.0,190.0,euro 2/3
Porsche,M02.2Y,2003-2007,3189.0,250.0,310.0,Benzin,VR,6.0,Dökme Demir,Hayır (Atmosferik),11.5,5w-30,6.3,280000.0,180.0,euro 4
Porsche,M55.01,2007-2010,3598.0,290.0,385.0,Benzin,VR,6.0,Dökme Demir,Hayır (Atmosferik),12.3,5w-30,6.9,270000.0,177.0,euro 5
Porsche,M46.20,2009-2013,3605.0,300.0,400.0,Benzin,V,6.0,Alüminyum,Hayır (Atmosferik),12.5,5w-30,9.0,240000.0,185.0,euro 5
Porsche,MCX.ZA,2014-2017,3605.0,440.0,600.0,Benzin,V,6.0,Alüminyum,Evet,10.5,5w-30,9.0,200000.0,,euro 6
Porsche,MCT.LA,2014-2018,3605.0,400.0,550.0,Benzin,V,6.0,Alüminyum,Evet,10.5,5w-30,9.0,200000.0,,euro 6
Porsche,M48.00,2002-2007,4511.0,340.0,420.0,Benzin,V,8.0,Alüminyum,Hayır (Atmosferik),11.5,5w-40,8.5,220000.0,227.0,euro 4
Porsche,M48.50,2002-2007,4511.0,485.0,670.0,Benzin,V,8.0,Alüminyum,Evet,9.5,5w-40,8.5,200000.0,253.0,euro 4
Porsche,M48.01,2007-2010,4806.0,395.0,500.0,Benzin,V,8.0,Alüminyum,Hayır (Atmosferik),12.5,5w-40,8.5,250000.0,217.0,euro 4
Porsche,M48.51,2007-2010,4806.0,525.0,725.0,Benzin,V,8.0,Alüminyum,Evet,10.5,5w-40,8.5,200000.0,236.0,euro 4
Porsche,M48.70,2009-2013,4806.0,525.0,725.0,Benzin,V,8.0,Alüminyum,Evet,10.5,5w-40,8.5,200000.0,236.0,euro 4
Porsche,M55.02,2010-2017,3598.0,300.0,400.0,Benzin,VR,6.0,Dökme Demir,Hayır (Atmosferik),11.7,5w-30,6.9,260000.0,177.0,euro 5/6
Porsche,M96.20,1996-1999,2480.0,204.0,245.0,Benzin,Boxer (H),6.0,Alüminyum,Hayır (Atmosferik),11.0,5w-40,8.3,200000.0,172.0,euro 3
Porsche,M96.22,1999-2002,2687.0,220.0,260.0,Benzin,Boxer (H),6.0,Alüminyum,Hayır (Atmosferik),11.0,5w-40,8.7,220000.0,182.0,euro 3
Porsche,M96.26,2004-2006,3179.0,280.0,320.0,Benzin,Boxer (H),6.0,Alüminyum,Hayır (Atmosferik),11.0,5w-40,7.75,230000.0,181.0,euro 4
Porsche,M97.20,2006-2009,2687.0,245.0,273.0,Benzin,Boxer (H),6.0,Alüminyum,Hayır (Atmosferik),11.3,5w-40,7.75,250000.0,192.0,euro 4
Porsche,M97.21,2005-2009,3387.0,295.0,340.0,Benzin,Boxer (H),6.0,Alüminyum,Hayır (Atmosferik),11.1,5w-40,7.75,240000.0,191.0,euro 4
Porsche,MDC.AB,since 2017,2894.0,440.0,550.0,Benzin,V,6.0,Alüminyum,Evet,10.5,0w-20,8.0,220000.0,,euro 6
Porsche,MDC.BE,since 2017,2995.0,340.0,450.0,Benzin,V,6.0,Alüminyum,Evet,11.2,0w-20,7.3,240000.0,172.0,euro 6
Porsche,M05.9E,2010-2011,2967.0,240.0,550.0,Dizel,V,6.0,Dökme Demir,Evet,16.8,5w-30,8.2,300000.0,,euro 4
Volkswagen,CASA,2007-2011,2967.0,240.0,525.0,Dizel,V,6.0,Dökme Demir,Evet,17.0,5w-30,8.2,350000.0,215.0,euro 4
Porsche,MCT.BA,2014-2018,2967.0,258.0,580.0,Dizel,V,6.0,Dökme Demir,Evet,16.8,5w-30,8.0,320000.0,198.0,euro 5/6
Volkswagen,CRCA,2011-2018,2967.0,245.0,550.0,Dizel,V,6.0,Dökme Demir,Evet,16.8,5w-30,8.0,350000.0,195.0,euro 5/6
Renault,D4F,1992-2003,1149.0,,,Benzin,Sıra (Inline),4.0,Dökme Demir,Hayır (Atmosferik),9.8,"5w-30, 5w-40",4.8,300000.0,88.0,
Renault,D7F,1996-2014,1149.0,,,Benzin,Sıra (Inline),4.0,Dökme Demir,Hayır (Atmosferik),9.5,"5w-30, 5w-40",4.8,300000.0,82.0,euro 2/3/4
Renault,E7F,1990-1996,1171.0,57.0,85.5,Benzin,Sıra (Inline),4.0,,Hayır (Atmosferik),9.2,,,200000.0,118.0,euro 1/2
Renault,E7J,1991-2005,1390.0,75.0,109.5,Benzin,Sıra (Inline),4.0,,Hayır (Atmosferik),9.2,,,200000.0,122.0,euro 1
Renault,F3P,1992-1999,1783.0,99.0,151.0,Benzin,Sıra (Inline),4.0,Dökme Demir,Hayır (Atmosferik),9.6,,,250000.0,132.0,euro 1/2
Renault,F4P,1998-2005,1783.0,117.5,164.0,Benzin,Sıra (Inline),4.0,Dökme Demir,Hayır (Atmosferik),9.8,"5w-30, 5w-40",5.5,350000.0,145.0,euro 2/3
Renault,F7P,1990-1997,1764.0,137.5,159.5,Benzin,Sıra (Inline),4.0,Dökme Demir,Hayır (Atmosferik),10.0,,,250000.0,150.0,euro 1/2
Renault,F2R,1986-1993,1965.0,96.0,147.0,Benzin,Sıra (Inline),4.0,Dökme Demir,Hayır (Atmosferik),8.4,,,,135.0,&#8211;
Renault,F3R,1986-2001,1998.0,,,Benzin,Sıra (Inline),4.0,Dökme Demir,Hayır (Atmosferik),,"5w-40, 5w-50",5.5,400000.0,136.0,
Renault,F5R,1999-2003,1998.0,140.0,200.0,Benzin,Sıra (Inline),4.0,Dökme Demir,Hayır (Atmosferik),10.0,"5w-30, 5w-40",6.0,300000.0,145.0,euro 3
Renault,F7R,1994-2001,1998.0,147.5,180.0,Benzin,Sıra (Inline),4.0,Dökme Demir,Hayır (Atmosferik),9.8,,,300000.0,150.0,euro 2
Renault,K4J,1999-2013,1390.0,,,Benzin,Sıra (Inline),4.0,Dökme Demir,Hayır (Atmosferik),10.0,"5w-30, 5w-40",4.6,350000.0,132.0,euro 3
Renault,K7M,since 1995,1598.0,,,Benzin,Sıra (Inline),4.0,Dökme Demir,Hayır (Atmosferik),,"5w-30, 5w-40",3.6,400000.0,127.0,euro 3/4/5
Renault,N7Q,1995-2000,1948.0,138.0,179.0,Benzin,Sıra (Inline),4.0,Alüminyum,Hayır (Atmosferik),10.5,5w-40,6.2,300000.0,143.0,euro 2
Volvo,B4204S,1995-1999,1948.0,140.0,183.0,Benzin,Sıra (Inline),4.0,Alüminyum,Hayır (Atmosferik),10.5,5w-40,5.4,330000.0,,euro 2
Renault,N7U,1996-2000,2435.0,165.0,211.0,Benzin,Sıra (Inline),5.0,Alüminyum,Hayır (Atmosferik),10.5,5w-40,6.5,350000.0,171.0,euro 2
Volvo,B5244S,1996-2009,2435.0,155.0,225.0,Benzin,Sıra (Inline),5.0,Alüminyum,Hayır (Atmosferik),10.3,5w-30,5.5,400000.0,,euro 2/3
Renault,B4A,since 2015,799.0,54.0,72.0,Benzin,Sıra (Inline),3.0,Alüminyum,Hayır (Atmosferik),10.5,5w-40,3.0,250000.0,50.0,euro 5
Renault,B4D,since 2015,999.0,,,Benzin,Sıra (Inline),3.0,Alüminyum,Hayır (Atmosferik),,5w-40,3.0,300000.0,67.0,
Rover,11K4F,2000-2005,1119.0,75.0,95.0,Benzin,Sıra (Inline),4.0,Alüminyum,Hayır (Atmosferik),9.4,5w-30,4.5,230000.0,101.0,euro 3
Rover,14K2F,1994-1999,1396.0,75.0,117.0,Benzin,Sıra (Inline),4.0,Alüminyum,Hayır (Atmosferik),9.5,5w-30,4.5,240000.0,102.0,euro 2
Rover,14K4F,1991-2005,1396.0,93.0,116.5,Benzin,Sıra (Inline),4.0,Alüminyum,Hayır (Atmosferik),9.5,5w-30,4.5,250000.0,104.0,euro 2/3
Rover,16K4F,1995-2005,1589.0,109.5,141.5,Benzin,Sıra (Inline),4.0,Alüminyum,Hayır (Atmosferik),10.5,5w-30,4.5,280000.0,107.0,euro 3
Rover,18K4F,1995-2006,1796.0,125.0,162.5,Benzin,Sıra (Inline),4.0,Alüminyum,Hayır (Atmosferik),10.5,5w-30,4.5,300000.0,108.0,euro 3
Rover,18K4K,1995-2005,1796.0,151.5,174.0,Benzin,Sıra (Inline),4.0,Alüminyum,Hayır (Atmosferik),10.5,5w-30,4.5,270000.0,110.0,euro 3
Rover,18K4G,2002-2005,1796.0,150.0,215.0,Benzin,Sıra (Inline),4.0,Alüminyum,Evet,9.2,5w-30,4.5,220000.0,112.0,euro 3
Rover,20T4H,1991-1999,1994.0,136.0,187.5,Benzin,Sıra (Inline),4.0,Dökme Demir,Hayır (Atmosferik),10.0,5w-30,5.9,300000.0,151.7,euro 2
Rover,20M4F,1986-1995,1994.0,136.5,178.0,Benzin,Sıra (Inline),4.0,Dökme Demir,Hayır (Atmosferik),10.0,5w-30,5.9,280000.0,162.8,euro 1/2
Rover,20T4G,1991-1999,1994.0,190.0,226.5,Benzin,Sıra (Inline),4.0,Dökme Demir,Evet,8.5,5w-30,5.9,250000.0,155.1,euro 2
Rover,46F2F,2003-2005,4601.0,260.0,410.0,Benzin,V,8.0,Alüminyum,Hayır (Atmosferik),9.4,5w-30,5.7,300000.0,,euro 3
Rover,20K4N,1998-2004,1997.0,150.0,185.0,Benzin,V,6.0,Alüminyum,Hayır (Atmosferik),10.5,5w-30,5.2,240000.0,177.8,euro 3
